      Skeleton      	     bodyID      	 Motion 	  Rate  
S016C003P008R002A045	72057594037932791	0.086727	1.000000
S016C003P008R002A046	72057594037932791	0.071999	1.000000
S016C003P008R002A047	72057594037932791	0.104727	1.000000
S016C003P008R002A048	72057594037932791	0.102978	1.000000
S016C003P008R002A049	72057594037932791	0.086219	1.000000
S016C003P039R001A001	72057594037928910	0.093171	0.989474
S016C003P039R001A002	72057594037928910	0.122758	1.000000
S016C003P039R001A003	72057594037928910	0.088765	1.000000
S016C003P039R001A004	72057594037928910	0.075181	1.000000
S016C003P039R001A005	72057594037928910	0.137718	1.000000
S016C003P039R001A006	72057594037928910	0.068831	1.000000
S016C003P039R001A007	72057594037928910	0.119544	1.000000
S016C003P039R001A008	72057594037928910	0.096553	1.000000
S016C003P039R001A009	72057594037928910	0.094209	1.000000
S016C003P039R001A010	72057594037928910	0.085527	1.000000
S016C003P039R001A011	72057594037928910	0.069148	0.923913
S016C003P039R001A012	72057594037928910	0.098766	1.000000
S016C003P039R001A013	72057594037928910	0.071834	1.000000
S016C003P039R001A014	72057594037928910	0.112418	1.000000
S016C003P039R001A015	72057594037928910	0.114009	1.000000
S016C003P039R001A016	72057594037928910	0.094982	1.000000
S016C003P039R001A017	72057594037928910	0.099123	1.000000
S016C003P039R001A018	72057594037928910	0.097854	1.000000
S016C003P039R001A019	72057594037928910	0.098925	1.000000
S016C003P039R001A020	72057594037928910	0.095737	1.000000
S016C003P039R001A021	72057594037928910	0.113718	1.000000
S016C003P039R001A022	72057594037928910	0.087639	1.000000
S016C003P039R001A023	72057594037928910	0.070154	1.000000
S016C003P039R001A024	72057594037928910	0.095429	1.000000
S016C003P039R001A025	72057594037928910	0.096385	0.985714
S016C003P039R001A026	72057594037928910	0.095540	1.000000
S016C003P039R001A027	72057594037928910	0.062325	0.984127
S016C003P039R001A028	72057594037928910	0.089775	0.985075
S016C003P039R001A029	72057594037928910	0.081215	1.000000
S016C003P039R001A030	72057594037928910	0.079694	0.983607
S016C003P039R001A031	72057594037928910	0.064974	1.000000
S016C003P039R001A032	72057594037928910	0.083259	1.000000
S016C003P039R001A033	72057594037928910	0.098942	1.000000
S016C003P039R001A034	72057594037928910	0.088535	1.000000
S016C003P039R001A035	72057594037928910	0.075556	1.000000
S016C003P039R001A036	72057594037928910	0.063193	1.000000
S016C003P039R001A037	72057594037928910	0.083290	1.000000
S016C003P039R001A038	72057594037928910	0.090086	1.000000
S016C003P039R001A039	72057594037928910	0.077704	1.000000
S016C003P039R001A040	72057594037928910	0.074681	1.000000
S016C003P039R001A041	72057594037928910	0.064025	1.000000
S016C003P039R001A042	72057594037928910	0.098444	1.000000
S016C003P039R001A043	72057594037928910	0.059201	1.000000
S016C003P039R001A044	72057594037928910	0.059894	1.000000
S016C003P039R001A045	72057594037928910	0.077498	1.000000
S016C003P039R001A046	72057594037928910	0.076452	1.000000
S016C003P039R001A047	72057594037928910	0.066367	1.000000
S016C003P039R001A048	72057594037928910	0.077295	1.000000
S016C003P039R001A049	72057594037928910	0.089591	1.000000
S016C003P039R001A050	72057594037928910	0.087572	1.000000
S016C003P039R001A051	72057594037928910	0.298757	0.976190
S016C003P039R001A052	72057594037928910	0.110246	1.000000
S016C003P039R001A053	72057594037928910	0.076841	1.000000
S016C003P039R001A054	72057594037928910	0.077355	1.000000
S016C003P039R001A055	72057594037928910	0.065153	0.983333
S016C003P039R001A056	72057594037928910	0.087923	1.000000
S016C003P039R001A057	72057594037928910	0.085912	1.000000
S016C003P039R001A058	72057594037928910	0.091473	1.000000
S016C003P039R001A059	72057594037928910	0.078733	1.000000
S016C003P039R001A060	72057594037928910	0.061582	0.989583
S016C003P039R002A001	72057594037928910	0.077255	1.000000
S016C003P039R002A002	72057594037928910	0.067891	1.000000
S016C003P039R002A003	72057594037928910	0.091182	1.000000
S016C003P039R002A004	72057594037928910	0.057207	1.000000
S016C003P039R002A005	72057594037928910	0.083715	1.000000
S016C003P039R002A006	72057594037928910	0.101246	1.000000
S016C003P039R002A007	72057594037928910	0.090369	1.000000
S016C003P039R002A008	72057594037928910	0.117361	1.000000
S016C003P039R002A009	72057594037928910	0.135140	1.000000
S016C003P039R002A010	72057594037928910	0.129744	1.000000
S016C003P039R002A011	72057594037928910	0.091731	1.000000
S016C003P039R002A012	72057594037928910	0.098573	1.000000
S016C003P039R002A013	72057594037928910	0.080930	1.000000
S016C003P039R002A014	72057594037928910	0.093386	1.000000
S016C003P039R002A015	72057594037928910	0.084430	0.972727
S016C003P039R002A017	72057594037928910	0.087652	0.988889
S016C003P039R002A018	72057594037928910	0.105267	1.000000
S016C003P040R001A038	72057594037928910	0.121275	1.000000
S016C003P040R001A039	72057594037928910	0.096566	1.000000
S016C003P040R001A040	72057594037928910	0.113635	1.000000
S016C003P040R001A041	72057594037928910	0.088411	1.000000
S016C003P040R001A042	72057594037928910	0.070588	0.992248
S016C003P040R001A043	72057594037928910	0.095907	1.000000
S016C003P040R001A044	72057594037928910	0.103255	1.000000
S016C003P040R001A045	72057594037928910	0.104554	1.000000
S016C003P040R001A046	72057594037928910	0.124733	0.988372
S016C003P040R001A047	72057594037928910	0.121651	1.000000
S016C003P040R001A048	72057594037928910	0.082180	1.000000
S016C003P040R001A049	72057594037928910	0.103348	1.000000
S016C003P040R001A050	72057594037928910	0.112720	1.000000
S016C003P040R001A051	72057594037928910	0.105664	1.000000
S016C003P040R001A052	72057594037928910	0.099233	1.000000
S016C003P040R001A053	72057594037928910	0.103700	0.980769
S016C003P040R001A054	72057594037928910	0.095830	1.000000
S016C003P040R001A055	72057594037928910	0.102497	1.000000
S016C003P040R001A056	72057594037928910	0.104752	0.897436
S016C003P040R001A057	72057594037928910	0.109449	0.818182
S016C003P040R001A058	72057594037928910	0.081999	1.000000
S016C003P040R001A059	72057594037928910	0.097313	1.000000
S016C003P040R001A060	72057594037928910	0.112238	1.000000
S016C003P040R002A001	72057594037928910	0.107084	0.990000
S016C003P040R002A002	72057594037928910	0.156833	1.000000
S016C003P040R002A003	72057594037928910	0.152177	1.000000
S016C003P040R002A004	72057594037928910	0.107806	1.000000
S016C003P040R002A005	72057594037928910	0.113330	1.000000
S016C003P040R002A006	72057594037928910	0.105944	1.000000
S016C003P040R002A007	72057594037928910	0.111399	1.000000
S016C003P040R002A008	72057594037928910	0.115505	1.000000
S016C003P040R002A009	72057594037928910	0.115071	1.000000
S016C003P040R002A010	72057594037928910	0.114091	1.000000
S016C003P040R002A011	72057594037928910	0.107537	0.978723
S016C003P040R002A012	72057594037928910	0.111690	1.000000
S016C003P040R002A013	72057594037928910	0.112913	1.000000
S016C003P040R002A014	72057594037928910	0.107758	1.000000
S016C003P040R002A015	72057594037928910	0.108676	1.000000
S016C003P040R002A016	72057594037928910	0.107652	1.000000
S016C003P040R002A017	72057594037928910	0.114553	1.000000
S016C003P040R002A018	72057594037928910	0.098421	0.818182
S016C003P040R002A019	72057594037928910	0.109356	1.000000
S016C003P040R002A020	72057594037928910	0.105380	0.882353
S016C003P040R002A021	72057594037928910	0.110202	1.000000
S016C003P040R002A022	72057594037928910	0.112031	1.000000
S016C003P040R002A023	72057594037928910	0.077720	1.000000
S016C003P040R002A024	72057594037928910	0.107440	1.000000
S016C003P040R002A025	72057594037928910	0.100448	1.000000
S016C003P040R002A026	72057594037928910	0.108815	1.000000
S016C003P040R002A027	72057594037928910	0.085547	1.000000
S016C003P040R002A028	72057594037928910	0.079588	1.000000
S016C003P040R002A029	72057594037928910	0.087490	1.000000
S016C003P040R002A030	72057594037928910	0.123963	0.990991
S016C003P040R002A031	72057594037928910	0.124113	1.000000
S016C003P040R002A032	72057594037928910	0.105852	1.000000
S016C003P040R002A033	72057594037928910	0.106248	1.000000
S016C003P040R002A034	72057594037928910	0.101774	1.000000
S016C003P040R002A035	72057594037928910	0.085786	1.000000
S016C003P040R002A036	72057594037928910	0.090900	1.000000
S016C003P040R002A037	72057594037928910	0.076741	1.000000
S016C003P040R002A038	72057594037928910	0.075367	1.000000
S016C003P040R002A039	72057594037928910	0.079811	1.000000
S016C003P040R002A040	72057594037928910	0.097020	1.000000
S016C003P040R002A041	72057594037928910	0.092465	1.000000
S016C003P040R002A042	72057594037928910	0.098634	1.000000
S016C003P040R002A043	72057594037928910	0.098886	1.000000
S016C003P040R002A044	72057594037928910	0.098809	1.000000
S016C003P040R002A045	72057594037928910	0.079472	0.985507
S016C003P040R002A046	72057594037928910	0.070752	1.000000
S016C003P040R002A047	72057594037928910	0.095788	1.000000
S016C003P040R002A048	72057594037928910	0.094787	1.000000
S016C003P040R002A049	72057594037928910	0.075722	1.000000
S016C003P040R002A050	72057594037928910	0.070201	1.000000
S016C003P040R002A051	72057594037928910	0.114295	1.000000
S016C003P040R002A052	72057594037928910	0.102748	1.000000
S016C003P040R002A053	72057594037928910	0.062151	1.000000
S016C003P040R002A054	72057594037928910	0.089201	1.000000
S016C003P040R002A055	72057594037928910	0.056962	1.000000
S016C003P040R002A056	72057594037928910	0.084019	1.000000
S016C003P040R002A057	72057594037928910	0.064244	1.000000
S016C003P040R002A058	72057594037928910	0.071758	1.000000
S016C003P040R002A059	72057594037928910	0.087241	1.000000
S016C003P040R002A060	72057594037928910	0.106552	1.000000
S017C001P009R002A052	72057594037940200	0.088928	0.981132
S017C001P009R002A053	72057594037940200	0.086322	1.000000
S017C001P009R002A054	72057594037940200	0.066681	0.956522
S017C001P009R002A055	72057594037940200	0.081893	0.982456
S017C001P009R002A057	72057594037940200	0.086172	1.000000
S017C001P009R002A058	72057594037940200	0.092225	1.000000
S017C002P015R001A043	72057594037940556	0.117543	1.000000
S017C002P015R001A044	72057594037940556	0.121652	1.000000
S017C002P015R001A045	72057594037940556	0.118871	1.000000
S017C002P015R001A046	72057594037940556	0.120914	1.000000
S017C002P015R001A047	72057594037940556	0.123780	1.000000
S017C002P015R001A048	72057594037940556	0.107254	1.000000
S017C002P015R001A049	72057594037940556	0.110037	1.000000
S017C002P015R001A050	72057594037940556	0.111710	1.000000
S017C002P015R001A051	72057594037940556	0.114027	1.000000
S017C002P015R001A052	72057594037940556	0.106260	1.000000
S017C002P015R001A053	72057594037940556	0.104293	1.000000
S017C002P015R001A054	72057594037940556	0.115597	1.000000
S017C002P015R001A055	72057594037940556	0.107920	1.000000
S017C002P015R001A056	72057594037940556	0.109251	1.000000
S017C002P015R001A057	72057594037940556	0.109294	1.000000
S017C002P015R001A058	72057594037940556	0.107478	1.000000
S017C002P016R001A057	72057594037941017	0.122873	1.000000
S017C003P007R002A059	72057594037935496	4.076934	1.000000
S017C003P008R002A057	72057594037940462	0.102151	1.000000
S017C003P008R002A059	72057594037940462	0.059321	1.000000
S017C003P008R002A060	72057594037940462	0.099605	1.000000
S017C003P015R002A013	72057594037939303	0.105311	1.000000
S017C003P015R002A014	72057594037939303	0.117594	1.000000
S017C003P015R002A015	72057594037939303	0.101513	1.000000
S017C003P015R002A016	72057594037939303	0.091084	0.756098
S017C003P015R002A024	72057594037939303	0.082623	1.000000
S017C003P015R002A025	72057594037939303	0.124989	0.988095
S017C003P015R002A026	72057594037939303	0.122448	0.956044
S017C003P015R002A027	72057594037939303	0.111295	1.000000
S017C003P015R002A028	72057594037939303	0.110598	1.000000
S017C003P015R002A029	72057594037939303	0.114239	1.000000
S017C003P015R002A030	72057594037939303	0.102801	1.000000
S017C003P015R002A031	72057594037939303	0.114207	1.000000
S017C003P015R002A032	72057594037939303	0.121720	1.000000
S017C003P015R002A033	72057594037939303	0.122324	1.000000
S017C003P015R002A034	72057594037939303	0.120782	1.000000
S017C003P015R002A035	72057594037939303	0.123045	1.000000
S017C003P015R002A036	72057594037939303	0.127587	1.000000
S017C003P015R002A037	72057594037939303	0.123976	1.000000
S017C003P015R002A038	72057594037939303	0.124962	1.000000
S017C003P015R002A039	72057594037939303	0.124308	1.000000
S017C003P015R002A040	72057594037939303	0.119735	1.000000
S017C003P015R002A041	72057594037939303	0.123958	1.000000
S017C003P015R002A042	72057594037939303	0.121675	1.000000
S017C003P015R002A043	72057594037939303	0.129954	1.000000
S017C003P015R002A044	72057594037939303	0.117119	1.000000
S017C003P015R002A045	72057594037939303	0.110569	1.000000
S017C003P015R002A046	72057594037939303	0.118008	0.982143
S017C003P015R002A047	72057594037939303	0.115029	1.000000
S017C003P015R002A048	72057594037939303	0.120383	1.000000
S017C003P015R002A049	72057594037939303	0.121995	1.000000
S017C003P015R002A050	72057594037939303	0.116480	1.000000
S017C003P015R002A051	72057594037939303	0.119173	1.000000
S017C003P015R002A052	72057594037939303	0.125391	1.000000
S017C003P015R002A053	72057594037939303	0.120129	1.000000
S017C003P015R002A054	72057594037939303	0.124943	1.000000
S017C003P015R002A055	72057594037939303	0.127055	1.000000
S017C003P015R002A056	72057594037939303	0.141595	1.000000
S017C003P015R002A057	72057594037939303	0.119685	0.983871
S017C003P015R002A058	72057594037939303	0.110922	1.000000
S017C003P016R001A053	72057594037939484	0.057617	1.000000
S017C003P016R001A054	72057594037939484	0.044200	1.000000
S017C003P016R001A055	72057594037939484	0.056156	1.000000
S017C003P016R001A056	72057594037939484	0.052500	1.000000
S017C003P016R001A057	72057594037939484	0.053741	1.000000
S017C003P016R001A058	72057594037939484	0.052429	1.000000
S017C003P017R002A010	72057594037938774	0.087143	1.000000
S017C003P017R002A011	72057594037938774	0.080299	1.000000
S017C003P017R002A012	72057594037938774	0.081537	1.000000
S017C003P017R002A013	72057594037938774	0.087556	1.000000
S018C001P042R001A093	72057594037933832	0.092531	1.000000
S018C001P042R001A094	72057594037933832	0.098621	1.000000
S018C001P042R001A095	72057594037933832	0.095463	1.000000
S018C001P042R001A096	72057594037933832	0.100224	1.000000
S018C001P042R001A097	72057594037933832	0.098570	1.000000
S018C001P042R001A098	72057594037933832	0.093613	1.000000
S018C001P042R001A099	72057594037933832	0.093552	1.000000
S018C001P042R001A100	72057594037933832	0.090842	0.992000
S018C001P042R001A101	72057594037933832	0.092661	1.000000
S018C001P042R001A102	72057594037933832	0.098477	1.000000
S018C001P042R001A103	72057594037933832	0.095773	1.000000
S018C001P042R001A104	72057594037933832	0.088887	1.000000
S018C001P042R001A105	72057594037933832	0.093793	1.000000
S018C001P042R001A106	72057594037933832	0.092410	1.000000
S018C001P042R001A107	72057594037933832	0.088791	1.000000
S018C001P042R001A108	72057594037933832	0.090609	1.000000
S018C001P042R001A109	72057594037933832	0.093099	1.000000
S018C001P042R001A110	72057594037933832	0.093715	1.000000
S018C001P042R001A111	72057594037933832	0.089714	1.000000
S018C001P042R001A112	72057594037933832	0.091220	1.000000
S018C001P042R001A113	72057594037933832	0.089517	1.000000
S018C001P042R001A114	72057594037933832	0.088903	1.000000
S018C001P042R001A115	72057594037933832	0.092077	0.989130
S018C001P042R001A116	72057594037933832	0.095883	0.915493
S018C002P042R001A092	72057594037934072	0.777954	1.000000
S018C002P042R001A093	72057594037934072	0.083186	1.000000
S018C002P042R001A094	72057594037934072	0.083434	0.977273
S018C002P042R001A095	72057594037934072	0.082358	0.971831
S018C002P042R001A096	72057594037934072	0.082721	0.983871
S018C002P042R001A097	72057594037934072	0.084894	0.987179
S018C002P042R001A098	72057594037934072	0.083170	0.990000
S018C002P042R001A099	72057594037934072	0.085043	1.000000
S018C002P042R001A100	72057594037934072	0.082617	1.000000
S018C002P042R001A101	72057594037934072	0.083692	0.991228
S018C002P042R001A102	72057594037934072	0.082220	1.000000
S018C002P042R001A103	72057594037934072	0.083224	1.000000
S018C002P042R001A104	72057594037934072	0.079189	0.990196
S018C002P042R001A105	72057594037934072	0.083666	0.989362
S018C002P042R001A106	72057594037934072	0.079571	0.984848
S018C002P042R001A107	72057594037934072	0.085396	1.000000
S018C002P042R001A108	72057594037934072	0.084319	1.000000
S018C002P042R001A109	72057594037934072	0.083336	1.000000
S018C002P042R001A110	72057594037934072	0.083090	0.986486
S018C002P042R001A111	72057594037934072	0.082994	1.000000
S018C002P042R001A112	72057594037934072	0.084441	1.000000
S018C002P042R001A113	72057594037934072	0.083297	0.940476
S018C002P042R001A114	72057594037934072	0.083450	1.000000
S018C002P042R001A115	72057594037934072	0.081371	0.989011
S018C002P042R001A116	72057594037934072	0.083143	1.000000
S018C002P042R001A117	72057594037934072	0.081942	1.000000
S018C002P042R001A118	72057594037934072	0.082036	0.987952
S018C002P042R001A119	72057594037934072	0.084027	0.979798
S018C002P042R001A120	72057594037934072	0.086810	1.000000
S018C002P042R002A061	72057594037934072	0.082524	1.000000
S018C002P042R002A062	72057594037934072	0.081849	0.977778
S018C002P042R002A063	72057594037934072	0.082473	1.000000
S018C002P042R002A064	72057594037934072	0.086173	0.974026
S018C002P042R002A065	72057594037934072	0.085334	0.950820
S018C002P042R002A066	72057594037934072	0.085842	0.970874
S018C002P042R002A067	72057594037934072	0.086507	0.960000
S018C002P042R002A068	72057594037934072	0.086511	0.952381
S018C002P042R002A069	72057594037934072	0.087003	0.936170
S018C002P042R002A070	72057594037934072	0.086561	1.000000
S018C002P042R002A071	72057594037934072	0.088682	1.000000
S018C002P042R002A072	72057594037934072	0.087235	1.000000
S018C002P042R002A073	72057594037934072	0.086336	0.976471
S018C002P042R002A074	72057594037934072	0.087243	0.968421
S018C002P042R002A075	72057594037934072	0.089275	1.000000
S018C002P042R002A076	72057594037934072	0.087415	0.958333
S018C002P042R002A077	72057594037934072	0.086544	0.932203
S018C002P042R002A078	72057594037934072	0.085132	0.975000
S018C002P042R002A079	72057594037934072	0.086770	0.954023
S018C002P042R002A080	72057594037934072	0.087489	0.958333
S018C002P042R002A081	72057594037934072	0.086730	0.951613
S018C002P042R002A082	72057594037934072	0.087436	0.980000
S018C002P042R002A083	72057594037934072	0.084831	0.970000
S018C002P042R002A084	72057594037934072	0.087405	1.000000
S018C002P042R002A085	72057594037934072	0.087667	0.983871
S018C002P042R002A086	72057594037934072	0.087203	0.989247
S018C002P042R002A087	72057594037934072	0.088135	1.000000
S018C002P042R002A088	72057594037934072	0.086070	0.980000
S018C002P042R002A089	72057594037934072	0.086749	0.943182
S018C002P042R002A090	72057594037934072	0.088753	1.000000
S018C002P042R002A091	72057594037934072	0.086427	0.993464
S018C002P043R001A106	72057594037935058	0.093560	1.000000
S018C002P043R001A107	72057594037935058	0.088424	1.000000
S018C002P043R001A108	72057594037935058	0.090173	1.000000
S018C002P043R001A109	72057594037935058	0.089587	1.000000
S018C002P043R001A110	72057594037935058	0.089142	1.000000
S018C002P043R001A111	72057594037935058	0.086481	1.000000
S018C002P043R001A112	72057594037935058	0.085772	1.000000
S018C002P043R001A113	72057594037935058	0.091115	1.000000
S018C002P043R001A114	72057594037935058	0.088074	1.000000
S018C002P043R001A115	72057594037935058	0.091701	1.000000
S018C002P043R001A116	72057594037935058	0.083871	1.000000
S018C002P043R001A117	72057594037935058	0.088904	1.000000
S018C002P043R001A118	72057594037935058	0.086736	1.000000
S018C002P043R001A119	72057594037935058	0.086588	1.000000
S018C002P043R001A120	72057594037935058	0.090923	1.000000
S018C002P043R002A061	72057594037935058	0.084629	1.000000
S018C002P043R002A062	72057594037935058	0.089227	1.000000
S018C002P043R002A063	72057594037935058	0.083737	1.000000
S018C002P043R002A064	72057594037935058	0.088654	1.000000
S018C002P043R002A065	72057594037935058	0.090030	1.000000
S018C002P043R002A066	72057594037935058	0.088889	1.000000
S018C002P043R002A067	72057594037935058	0.088524	1.000000
S018C002P043R002A068	72057594037935058	0.082746	1.000000
S018C002P043R002A069	72057594037935058	0.087665	1.000000
S018C002P043R002A070	72057594037935058	0.088222	1.000000
S018C002P043R002A071	72057594037935058	0.083559	1.000000
S018C002P043R002A072	72057594037935058	0.083713	1.000000
S018C002P043R002A073	72057594037935058	0.084122	1.000000
S018C002P043R002A074	72057594037935058	0.089043	1.000000
S018C002P043R002A075	72057594037935058	0.089670	1.000000
S018C002P043R002A076	72057594037935058	0.089972	1.000000
S018C002P043R002A077	72057594037935058	0.085634	1.000000
S018C002P043R002A078	72057594037935058	0.085762	1.000000
S018C002P043R002A079	72057594037935058	0.082470	1.000000
S018C002P043R002A080	72057594037935058	0.086053	1.000000
S018C002P043R002A081	72057594037935058	0.086959	1.000000
S018C002P043R002A082	72057594037935058	0.082411	1.000000
S018C002P043R002A083	72057594037935058	0.083294	1.000000
S018C002P043R002A084	72057594037935058	0.088993	1.000000
S018C002P043R002A085	72057594037935058	0.088530	1.000000
S018C002P043R002A086	72057594037935058	0.087608	1.000000
S018C002P043R002A087	72057594037935058	0.088201	1.000000
S018C002P043R002A088	72057594037935058	0.083207	1.000000
S018C002P043R002A089	72057594037935058	0.082886	1.000000
S018C002P043R002A090	72057594037935058	0.082498	1.000000
S018C002P043R002A091	72057594037935058	0.080658	1.000000
S018C003P044R001A114	72057594037938356	0.187757	0.868852
S018C003P044R002A114	72057594037938669	0.180013	0.984375
S019C001P041R001A093	72057594037943321	0.087109	1.000000
S019C001P041R001A094	72057594037943321	0.092540	1.000000
S019C001P041R001A095	72057594037943321	0.095260	1.000000
S019C001P041R001A096	72057594037943321	0.091541	1.000000
S019C001P041R001A097	72057594037943321	0.090430	1.000000
S019C001P041R001A098	72057594037943321	0.084392	0.983607
S019C001P041R001A099	72057594037943321	0.059668	1.000000
S019C001P041R001A100	72057594037943321	0.055814	1.000000
S019C001P041R001A101	72057594037943321	0.046623	1.000000
S019C001P041R001A102	72057594037943321	0.051175	1.000000
S019C001P041R001A103	72057594037943321	0.057726	1.000000
S019C001P041R001A104	72057594037943321	0.051672	1.000000
S019C001P041R001A105	72057594037943321	0.047958	1.000000
S019C001P041R002A061	72057594037943321	0.050761	1.000000
S019C001P041R002A062	72057594037943321	0.045265	1.000000
S019C001P041R002A063	72057594037943321	0.050246	1.000000
S019C001P041R002A064	72057594037943321	0.044909	1.000000
S019C001P041R002A065	72057594037943321	0.046527	1.000000
S019C001P041R002A066	72057594037943321	0.049097	1.000000
S019C001P041R002A067	72057594037943321	0.049222	1.000000
S019C001P041R002A068	72057594037943321	0.048858	1.000000
S019C001P041R002A069	72057594037943321	0.062906	1.000000
S019C001P041R002A070	72057594037943321	0.061748	1.000000
S019C001P041R002A071	72057594037943321	0.065267	1.000000
S019C001P041R002A072	72057594037943321	0.059936	1.000000
S019C001P041R002A073	72057594037943321	0.056357	1.000000
S019C001P041R002A074	72057594037943321	0.057115	1.000000
S019C001P041R002A075	72057594037943321	0.054120	1.000000
S019C001P041R002A076	72057594037943321	0.083565	1.000000
S019C001P041R002A077	72057594037943321	0.072490	1.000000
S019C001P041R002A078	72057594037943321	0.090462	1.000000
S019C001P041R002A079	72057594037943321	0.077821	1.000000
S019C001P041R002A080	72057594037943321	0.083861	1.000000
S019C001P041R002A081	72057594037943321	0.093292	1.000000
S019C001P041R002A114	72057594037943446	0.237780	0.867647
S019C001P047R002A093	72057594037938953	0.038820	1.000000
S019C002P008R002A062	72057594037944832	0.108932	1.000000
S019C002P008R002A063	72057594037944832	0.101908	1.000000
S019C002P041R001A092	72057594037945033	0.261087	0.785714
S019C002P041R001A093	72057594037945033	0.098947	1.000000
S019C002P041R001A094	72057594037945033	0.094291	1.000000
S019C002P041R001A095	72057594037945033	0.094776	1.000000
S019C002P041R001A096	72057594037945033	0.090608	1.000000
S019C002P041R001A097	72057594037945033	0.095676	1.000000
S019C002P041R001A098	72057594037945033	0.093295	1.000000
S019C002P041R001A099	72057594037945033	0.090146	1.000000
S019C002P041R001A100	72057594037945033	0.094104	1.000000
S019C002P041R001A101	72057594037945033	0.094783	1.000000
S019C002P041R001A102	72057594037945033	0.095613	1.000000
S019C002P041R001A103	72057594037945033	0.093702	1.000000
S019C002P041R001A104	72057594037945033	0.094801	1.000000
S019C002P041R001A105	72057594037945033	0.094259	1.000000
S019C002P041R002A061	72057594037945033	0.095711	1.000000
S019C002P041R002A062	72057594037945033	0.099881	1.000000
S019C002P041R002A063	72057594037945033	0.096736	1.000000
S019C002P041R002A064	72057594037945033	0.097794	1.000000
S019C002P041R002A065	72057594037945033	0.094465	1.000000
S019C002P041R002A066	72057594037945033	0.093968	1.000000
S019C002P041R002A067	72057594037945033	0.092602	1.000000
S019C002P041R002A068	72057594037945033	0.095783	1.000000
S019C002P041R002A069	72057594037945033	0.095488	1.000000
S019C002P041R002A070	72057594037945033	0.098055	1.000000
S019C002P041R002A071	72057594037945033	0.097233	1.000000
S019C002P041R002A072	72057594037945033	0.097103	1.000000
S019C002P041R002A073	72057594037945033	0.100745	1.000000
S019C002P041R002A074	72057594037945033	0.110570	1.000000
S019C002P041R002A075	72057594037945033	0.118682	1.000000
S019C002P041R002A076	72057594037945033	0.097935	1.000000
S019C002P041R002A077	72057594037945033	0.130107	1.000000
S019C002P041R002A078	72057594037945033	0.122542	1.000000
S019C002P041R002A079	72057594037945033	0.134893	1.000000
S019C002P041R002A080	72057594037945033	0.123080	1.000000
S019C002P041R002A081	72057594037945033	0.122608	1.000000
S019C002P042R001A063	72057594037940835	0.068467	1.000000
S019C002P042R001A064	72057594037940835	0.086893	1.000000
S019C002P042R001A065	72057594037940835	0.086629	0.979167
S019C002P042R001A066	72057594037940835	0.083781	0.941860
S019C002P042R001A092	72057594037941014	0.499444	0.985294
S019C002P047R001A092	72057594037938305	0.405208	1.000000
S019C002P047R001A093	72057594037938305	0.054913	1.000000
S019C002P047R001A115	72057594037938432	0.047802	1.000000
S019C002P047R001A116	72057594037938432	0.050435	1.000000
S019C002P047R001A117	72057594037938432	0.042389	1.000000
S019C002P047R001A118	72057594037938432	0.048389	1.000000
S019C002P047R001A119	72057594037938432	0.048287	1.000000
S019C002P047R001A120	72057594037938432	0.048117	1.000000
S019C002P047R002A061	72057594037938432	0.050829	1.000000
S019C002P047R002A062	72057594037938432	0.050081	1.000000
S019C002P047R002A063	72057594037938432	0.046722	1.000000
S019C002P047R002A064	72057594037938432	0.052013	1.000000
S019C002P047R002A065	72057594037938432	0.047418	1.000000
S019C002P047R002A066	72057594037938432	0.045363	1.000000
S019C002P047R002A067	72057594037938432	0.046202	1.000000
S019C002P047R002A068	72057594037938432	0.047403	1.000000
S019C002P047R002A069	72057594037938432	0.043983	1.000000
S019C002P047R002A070	72057594037938432	0.045171	1.000000
S019C002P047R002A071	72057594037938432	0.046579	1.000000
S019C002P047R002A072	72057594037938432	0.050816	1.000000
S019C002P047R002A073	72057594037938432	0.051966	1.000000
S019C002P047R002A074	72057594037938432	0.049202	1.000000
S019C002P047R002A075	72057594037938432	0.051342	1.000000
S019C002P047R002A076	72057594037938432	0.044547	1.000000
S019C002P047R002A077	72057594037938432	0.049329	1.000000
S019C002P047R002A078	72057594037938432	0.050116	1.000000
S019C002P047R002A079	72057594037938432	0.053332	1.000000
S019C002P047R002A080	72057594037938432	0.055863	1.000000
S019C002P047R002A081	72057594037938432	0.049574	1.000000
S019C002P047R002A082	72057594037938432	0.050300	1.000000
S019C002P047R002A083	72057594037938432	0.049642	1.000000
S019C002P047R002A084	72057594037938432	0.050394	1.000000
S019C002P047R002A085	72057594037938432	0.050558	1.000000
S019C002P047R002A086	72057594037938432	0.048889	1.000000
S019C002P047R002A087	72057594037938432	0.051672	1.000000
S019C002P047R002A088	72057594037938432	0.048811	1.000000
S019C002P047R002A089	72057594037938432	0.058276	1.000000
S019C002P047R002A090	72057594037938432	0.044979	1.000000
S019C002P047R002A091	72057594037938432	0.060376	1.000000
S019C002P047R002A092	72057594037938432	0.426346	0.919540
S019C002P048R002A115	72057594037937619	0.119258	1.000000
S019C002P049R001A092	72057594037937795	0.240683	1.000000
S019C002P049R001A093	72057594037937795	0.090982	0.948052
S019C002P049R001A095	72057594037937795	0.091137	1.000000
S019C002P049R001A096	72057594037937795	0.089324	1.000000
S019C002P049R001A097	72057594037937795	0.097308	1.000000
S019C002P049R001A098	72057594037937795	0.104699	1.000000
S019C002P049R001A099	72057594037937795	0.094434	1.000000
