      Skeleton      	num_frames	Actor1	Actor2
S029C003P080R001A082	   188    	  0   	  27  
S029C003P080R001A085	    96    	  0   	  96  
S029C003P080R002A065	    57    	  0   	  26  
S029C003P080R002A107	    62    	  12  	  12  
S029C003P088R001A066	    38    	  0   	  38  
S029C003P088R001A116	   111    	  0   	  5   
S029C003P088R002A108	    50    	  0   	  13  
S029C003P088R002A116	   121    	  0   	  69  
S029C003P088R002A119	   107    	  0   	  30  
S029C003P089R002A108	    49    	  0   	  5   
S029C003P089R002A118	    88    	  0   	  3   
S029C003P090R001A113	    52    	  0   	  9   
S030C001P075R001A114	    70    	  3   	  16  
S030C001P092R002A116	    73    	  0   	  7   
S030C002P008R001A119	    71    	  0   	  7   
S030C002P008R002A119	    62    	  0   	  20  
S030C002P044R002A114	    59    	  0   	  47  
S030C002P044R002A119	    58    	  0   	  22  
S030C002P048R001A119	    68    	  0   	  17  
S030C002P075R002A114	    99    	  0   	  44  
S030C002P081R001A119	    62    	  0   	  22  
S030C002P085R001A116	    60    	  0   	  25  
S030C002P092R002A116	    74    	  0   	  6   
S030C002P095R001A087	   135    	  0   	  83  
S030C002P095R002A119	    43    	  0   	  18  
S030C003P041R001A092	    89    	  0   	  89  
S030C003P041R001A114	    74    	  0   	  34  
S030C003P043R001A116	   100    	  0   	  2   
S030C003P043R001A120	    63    	  0   	  43  
S030C003P048R001A106	    36    	  0   	  4   
S030C003P075R001A116	   134    	  0   	  25  
S030C003P075R001A119	   102    	  0   	  33  
S030C003P093R001A116	    85    	  0   	  9   
S030C003P096R002A119	   126    	  0   	  67  
S031C001P008R001A116	    72    	  0   	  19  
S031C001P067R002A069	    29    	  0   	  29  
S031C001P067R002A113	    43    	  0   	  15  
S031C001P101R002A119	    90    	  0   	  43  
S031C002P008R001A119	    65    	  0   	  10  
S031C002P042R001A107	    35    	  0   	  1   
S031C002P042R001A114	    63    	  0   	  2   
S031C002P042R001A120	    43    	  0   	  3   
S031C002P042R002A116	    56    	  0   	  11  
S031C002P043R001A119	    80    	  0   	  22  
S031C002P044R001A107	    33    	  0   	  3   
S031C002P044R001A110	    39    	  0   	  25  
S031C002P044R002A116	    63    	  0   	  14  
S031C002P082R002A116	    59    	  0   	  28  
S031C002P096R002A114	    89    	  0   	  76  
S031C002P097R002A120	    44    	  0   	  1   
S031C002P099R001A119	    80    	  0   	  17  
S031C002P099R002A116	    60    	  0   	  6   
S031C002P100R001A111	    31    	  0   	  13  
S031C002P100R002A116	    61    	  0   	  11  
S031C002P101R001A116	    64    	  0   	  52  
S031C003P008R001A116	   101    	  3   	  52  
S031C003P041R001A116	   105    	  0   	  24  
S031C003P043R002A119	   117    	  0   	  47  
S031C003P044R001A116	    77    	  0   	  56  
S031C003P044R002A116	    89    	  0   	  5   
S031C003P067R002A114	    86    	  0   	  9   
S031C003P100R001A116	    98    	  0   	  46  
S031C003P101R002A109	    58    	  0   	  10  
S031C003P101R002A119	   121    	  0   	 109  
S032C001P008R001A116	    65    	  0   	  1   
S032C001P041R002A117	    28    	  0   	  3   
S032C001P044R002A114	    62    	  0   	  20  
S032C001P067R002A087	    78    	  0   	  64  
S032C002P008R001A092	    84    	  0   	  64  
S032C002P008R002A117	    42    	  0   	  17  
S032C002P041R002A119	    64    	  0   	  25  
S032C002P043R002A116	   113    	  0   	  73  
S032C002P044R002A119	    68    	  0   	  7   
S032C003P044R002A114	    86    	  0   	  16  
S032C003P067R001A117	    39    	  0   	  24  
